lamp_id,lat,lon
6069,5547370.296690223,7421631.7869110275
6070,5547490.10804844,7421508.298921557
6071,5547464.410822315,7421536.351439765
6072,5548280.87442499,7421624.220252305
6073,5548262.458099768,7421652.375654774
6074,5548235.599421262,7421681.5600151485
6075,5546849.617573244,7422246.55513133
6076,5546865.383454016,7422229.494145273
6077,5546903.172988855,7422310.234418946
6078,5546919.01848773,7422300.858977457
6079,5546937.179130987,7422290.364557794
6080,5546954.173782783,7422281.005927289
6081,5546973.861051403,7422270.918038227
6082,5547284.710921922,7421720.434986357
6083,5547262.168166165,7421742.388583345
6084,5547211.551397161,7421809.21645157
6085,5547184.448809134,7421869.575309727
6086,5547175.617814875,7421897.108928311
6087,5547174.436871918,7421925.522662068
6088,5547148.930596454,7422009.513285839
6089,5547138.584829555,7422035.87260758
6090,5547130.548721521,7422061.497258081
6091,5547121.047606186,7422082.490181573
6092,5547111.185865705,7422101.94110186
6093,5547029.996544591,7422178.369986573
6094,5546868.930055952,7422770.0357917
6095,5547003.643834195,7422895.423107128
6096,5547035.608115856,7422875.793731854
6097,5547068.445442546,7422857.056656559
6098,5547097.435412719,7422839.41695192
6099,5547032.327702636,7422953.903106809
6100,5547053.137943955,7422998.770872689
6101,5547088.47102475,7422659.20607131
6102,5547196.733844494,7422596.114447328
6103,5547146.891838765,7422624.977012477
6104,5547120.993640137,7422640.739087519
6105,5547175.110521071,7422607.711854045
6106,5547219.528496741,7422582.997295113
6107,5547308.263623088,7422540.483414592
6108,5547277.06441067,7422551.941734352
6109,5547246.569998745,7422567.6365422
6110,5547084.342069178,7422711.287430477
6111,5547050.055024395,7422697.729083463
6112,5547030.84614944,7422674.783169516
6113,5547186.8044364,7422965.570228311
6114,5547163.561220613,7422983.293002551
6115,5547146.141221684,7422995.7209110055
6116,5548973.611285444,7421657.334606947
6117,5547853.17672348,7423115.3792792335
6118,5547863.260793536,7423160.085542834
6119,5547866.572411386,7423196.243124509
6120,5547778.553381684,7423091.56058358
6121,5547769.597569529,7423061.65971802
6122,5547758.549145557,7423030.768246537
6123,5547686.143450746,7423169.0663763415
6124,5547719.1413237685,7423138.80748739
6125,5547757.20668653,7423102.475292556
6126,5547814.0801741835,7423090.231588639
6127,5547863.714637096,7423075.195029827
6128,5547902.191882608,7423063.455618209
6129,5547729.715492807,7423389.815019967
6130,5547688.600661167,7423398.446121662
6131,5547755.765649369,7423331.331079628
6132,5547756.9296397595,7423383.785117865
6133,5547760.168629111,7423425.128285222
6134,5547763.344748685,7423470.888281306
6135,5547767.752663259,7423510.903489769
6136,5547780.943964975,7423423.9700715365
6137,5547810.052801397,7423424.386735964
6138,5547850.968742295,7423429.582204419
6139,5547854.797074445,7423456.527444338
6140,5547854.778992367,7423484.570071731
6141,5547929.610959717,7423430.24266263
6142,5547930.93516464,7423471.5570659125
6143,5547932.78202259,7423516.528271704
6144,5548026.432587968,7423428.63646098
6145,5548027.261345375,7423584.991939084
6146,5548028.769605631,7423506.26551637
6147,5548028.017760057,7423451.707358134
6148,5548029.099937353,7423478.147242713
6149,5548029.329717146,7423529.048616867
6150,5548031.790479125,7423557.894011119
6151,5547896.89809037,7423418.209525736
6152,5547929.612294862,7423414.260195182
6153,5547966.073048489,7423417.016508011
6154,5548007.7812755285,7423420.302578253
6155,5547903.131322563,7423264.761899026
6156,5547910.1525074495,7423309.423509757
6157,5547919.477569732,7423353.733853647
6158,5547927.019970007,7423388.799043013
6159,5548079.553512586,7423218.618650279
6160,5548078.42955796,7423190.176615014
6161,5548077.741155009,7423158.0915454775
6162,5548077.858652624,7423136.581728492
6163,5548076.852103773,7423113.327149271
6164,5548076.653052714,7423087.203160396
6165,5548076.062852002,7423061.649740225
6166,5548265.795025099,7423775.9605765585
6167,5548279.579526569,7423762.904946928
6168,5548277.372268612,7423729.64727718
6169,5548270.628951212,7423710.618278318
6170,5548176.140137455,7423535.756873408
6171,5548220.718406676,7423611.186984092
6172,5548235.670207124,7423637.136642338
6173,5548188.145144682,7423558.480822061
6174,5548203.862751112,7423584.441732057
6175,5548248.729119412,7423661.522656852
6176,5548261.366776924,7423688.591374599
6177,5548034.541128067,7423593.273824027
6178,5548036.382042811,7423598.48595129
6179,5548093.19746424,7423554.819170817
6180,5548096.928571721,7423561.786858988
6181,5548128.362303492,7423533.426341767
6182,5548132.465365873,7423541.167575763
6183,5548065.375179569,7423571.707583508
6184,5548068.695904047,7423580.59009899
6185,5548168.563493817,7423516.442243508
6187,5548151.541937674,7423528.106819774
6188,5548148.174680774,7423522.488825952
6189,5548179.319352546,7423505.127782446
6190,5548198.284624347,7423491.474488863
6191,5548215.324588571,7423479.355751105
6192,5548397.489173326,7423338.991687756
6193,5548381.226804145,7423352.829696119
6194,5548240.430628242,7423459.851628739
6195,5548357.859684641,7423369.617897053
6196,5548264.523494425,7423440.879359806
6197,5548338.491043139,7423384.704993978
6198,5548283.131779179,7423425.3968431335
6199,5548302.888971779,7423409.93088609
6200,5548325.71542656,7423394.124886683
6201,5548415.183012434,7423325.498376866
6202,5548437.221301176,7423311.218208146
6203,5548460.047497531,7423295.413033631
6204,5548480.969852967,7423278.81247743
6205,5548632.7593334,7423164.609339384
6206,5548639.597289751,7423168.548512459
6207,5548615.278252257,7423181.642491987
6208,5548590.52655402,7423198.187254094
6209,5548564.193353216,7423218.166356842
6210,5548543.315216431,7423231.694244191
6211,5548527.432038151,7423244.141616091
6212,5548500.365848002,7423261.80604934
6213,5547153.420001209,7423235.75883604
6214,5547117.090096607,7423231.011407521
6215,5547101.308465702,7421833.4284345135
6216,5547113.5874502165,7421805.944907596
6217,5547126.63828598,7421778.088579452
6218,5548169.415898662,7423528.827503082
6219,5548990.057731232,7421768.461499521
6220,5548966.828332816,7421759.287971608
6221,5548940.529784589,7421750.453534865
6222,5549335.238629052,7423241.33344237
6223,5547671.537540283,7422639.794292156
6224,5547105.834123717,7423186.789897911
6225,5547124.650789091,7423210.496354625
6226,5549026.589991307,7420459.434879789
6227,5549134.531709096,7422736.611010802
6228,5549303.166910607,7422305.457600333
6229,5547047.361199029,7422644.600575592
6230,5549865.596125732,7420879.35241103
6231,5547906.747131597,7421770.768831677
6232,5547674.9187735235,7422642.905769378
6233,5548518.97502421,7422308.291412129
6234,5548702.755442963,7421826.730395521
6235,5547955.082509017,7422431.504673309
6236,5547201.809087166,7422820.077572773
6237,5548309.13353151,7422265.072834721
6238,5547419.044366859,7422377.848867629
6239,5546827.029416237,7422197.511230678
6240,5546924.972728256,7422762.96813894
6241,5547291.233418841,7421474.675737307
6242,5546774.858748323,7421859.782447572
6243,5548031.700375571,7421427.537932393
6244,5547070.149116086,7422421.197526686
6245,5547029.922928655,7422553.167140095
6246,5549398.198200582,7421759.469684675
6247,5549446.127098873,7421277.801264595
6248,5549121.759863097,7421406.296007209
6249,5549047.503419097,7421351.050849867
6250,5549702.9977285825,7421206.698779532
6251,5549957.321010751,7421516.114220046
6252,5550044.00243004,7420831.565503711
6253,5550026.884492977,7421082.832212981
6254,5548904.682235396,7420932.607253961
6255,5550086.839057905,7420525.386422544
6256,5549424.352905109,7420471.756773212
6257,5549734.584042115,7421220.220980875
6258,5549125.03551647,7420794.913237406
6259,5549242.088350855,7420882.291712944
6260,5549510.36978832,7421050.629247872
6262,5549130.97337071,7423143.922862664
6263,5549731.24321889,7423293.484142041
6264,5548751.528186877,7422684.095294242
6265,5549604.549194711,7422873.049599892
6266,5549804.891768104,7422806.079660103
6267,5548677.673916347,7422928.048246996
6268,5549576.844631514,7423592.345043488
6269,5549375.53590926,7423502.675253079
6270,5549302.918987638,7423545.801541338
6271,5549239.843169186,7423698.51939831
6272,5549489.3993261745,7423896.784113251
6273,5548911.284456485,7422232.426889869
6274,5549017.603652232,7422533.546581429
6275,5548924.119928197,7421746.372650936
6276,5549102.31382856,7421687.5298474105
6277,5548594.238278748,7422252.014791063
6278,5549389.650757301,7422311.1993902875
6279,5549423.945767324,7422481.443141115
6280,5549096.687870256,7422768.940197355
6281,5549626.54373852,7422675.978591488
6282,5549392.516412127,7423279.791536899
6283,5549284.302069542,7423187.987766717
6284,5549704.8582736645,7423907.147148508
6285,5549164.2431884045,7422062.510860239
6286,5548875.4211997865,7423363.590474041
6287,5547818.894737919,7423208.427727818
6288,5547641.308965356,7423356.855444302
6289,5548183.777321087,7423248.236898836
6290,5548165.553112258,7423531.07704003
6291,5548615.980268637,7423239.458905678
6292,5548493.073157034,7423289.548946682
6293,5548991.804394947,7423581.296266778
6294,5548449.325605017,7423723.729902501
6295,5547889.9584562685,7422928.635831487
6296,5548323.538037807,7422985.586053558
6297,5548326.513357819,7422991.774759266
6298,5547146.814429064,7423188.791591752
6299,5548687.249854358,7422971.2344243135
6300,5549983.612796251,7420720.462051691
6301,5550063.678907467,7420486.258211841
6302,5550172.221668719,7419910.3485918995
6303,5550016.933769763,7420616.891686823
6304,5550149.527075632,7419891.576840169
6305,5550170.554660421,7419905.765810575
6306,5550185.02377032,7419905.266787859
6307,5548682.359998516,7422946.010000005
6308,5548658.009998637,7422941.319999999
6309,5548634.339998515,7422936.900000011
6310,5548031.006377052,7421429.076584678
6311,5548060.712044452,7421375.806215336
6312,5548098.403608724,7421309.048273874
6313,5548113.662667477,7421254.850459433
6314,5548152.404653976,7421192.405929565
6315,5548190.140763939,7421122.786721179
6316,5548217.56177601,7421073.782256098
6317,5548238.373576844,7421020.384293951
6318,5548257.893923939,7420979.14075352
6319,5548284.151174054,7420933.700711603
6320,5550200.615787121,7419904.068783353
6321,5550039.838455348,7420614.627000299
6322,5550042.169103605,7420607.503326903
6323,5550044.2871916825,7420614.693062938
6324,5550046.5859549,7420609.716405139
6325,5548929.619998579,7421934.330000052
6326,5547302.798766173,7421703.424674872
6327,5550093.839849484,7420573.911265129
6328,5550107.568911078,7420548.345733293
6329,5550128.162735764,7420509.997678486
6330,5550153.248163771,7420468.853475955
6331,5550179.382182718,7420432.020125417
6332,5550180.568934417,7420427.027114442
6333,5550117.25966788,7420420.358173914
6334,5550157.223720906,7420425.963795794
6335,5550099.294444402,7420581.150515763
6336,5550205.825557593,7420374.4333157325
6337,5550167.205550432,7420278.654912571
6338,5550174.499996148,7420311.69106132
6339,5550177.431222937,7420338.93560311
6340,5550182.565634638,7420367.644551759
6341,5550186.513419478,7420401.346439755
6342,5550194.899501198,7420435.830138239
6343,5550194.452214924,7420465.887449578
6344,5550191.759442166,7420497.342980548
6345,5550186.88504403,7420525.902865137
6346,5550183.186799723,7420550.185416997
6347,5550056.8216385925,7420406.66829142
6348,5550040.41041519,7420402.967940987
6349,5550029.719092544,7420400.888745762
6350,5550097.750726133,7420024.81629205
6351,5550082.505646221,7420019.980232314
6352,5550071.106275091,7420014.049686523
6353,5550067.226062499,7420017.447631203
6354,5549170.259998607,7420389.620000045
6355,5549224.609998614,7420395.920000045
6356,5550152.839998633,7419913.68
6357,5550151.599998628,7419938.380000016
6358,5550129.989998625,7420076.800000021
6359,5550128.919998626,7420103.300000016
6360,5550128.089998626,7420127.969999998
6361,5550127.279998604,7420162.950000043
6362,5550126.6499986015,7420187.320000042
6363,5550147.409998632,7420043.230000015
6364,5550145.509998628,7420095.180000014
6365,5550144.579998623,7420120.700000023
6366,5550143.609998625,7420152.260000022
6367,5550142.909998624,7420179.1999999955
6368,5550167.579998626,7419927.839999987
6369,5550166.349998631,7419953.84
6370,5550164.929998629,7419979.559999999
6371,5550163.909998627,7420006.010000002
6372,5550162.889998633,7420032.429999994
6373,5550161.92999863,7420058.139999994
6374,5550160.269998629,7420111.400000019
6375,5550159.179998626,7420140.360000019
6376,5550158.289998625,7420172.030000004
6377,5550157.649998633,7420194.400000006
6378,5550125.78999863,7420212.699999979
6379,5550124.949998624,7420239.810000021
6380,5550123.759998628,7420265.549999994
6381,5550122.079998609,7420290.110000039
6382,5550116.969998573,7420314.030000056
6383,5550109.72999856,7420338.750000054
6384,5550101.559998592,7420362.840000055
6385,5550141.169998631,7420232.5100000035
6386,5550140.209998625,7420258.800000014
6387,5550138.679998626,7420284.050000021
6388,5550134.199998616,7420310.0600000415
6389,5550127.229998577,7420335.290000054
6390,5550156.259998623,7420220.710000009
6391,5550155.789998626,7420247.890000016
6392,5550154.479998627,7420276.630000015
6393,5550151.6499986155,7420301.280000042
6394,5550145.509998595,7420327.43000005
6395,5549197.379998511,7420391.800000015
6396,5550130.839998511,7420049.840000009
6397,5550146.399998515,7420068.980000008
6398,5550150.619998514,7419963.99
6399,5550148.129998517,7420017.480000003
6400,5550149.109998514,7419991.869999999
6401,5550161.059998507,7420084.169999999
6402,5550137.879998514,7420352.830000016
6403,5550129.7499985155,7420377.300000022
6404,5550111.259998507,7420384.680000008
6405,5550092.9399985215,7420388.490000025
6406,5550119.519998515,7420360.040000012
6407,5549141.369998623,7420391.919999982
6408,5547782.619998524,7421072.569999993
6409,5547757.269998569,7421092.240000056
6410,5547735.459998523,7421126.860000007
6411,5547682.5799985435,7421218.1900000395
6412,5547523.539998516,7421244.650000006
6413,5547548.249998515,7421215.419999995
6414,5549585.0499985125,7420469.16
6415,5549690.509998518,7420498.789999994
6416,5549663.809998514,7420491.600000001
6417,5549636.789998512,7420484.449999996
6418,5549608.339998514,7420476.7700000005
6419,5549717.209998522,7420505.810000026
6420,5549743.79999852,7420512.780000013
6421,5549771.409998508,7420520.109999991
6422,5549824.369998519,7420531.880000002
6423,5549797.329998517,7420526.710000003
6424,5549832.549998513,7421005.770000007
6425,5549846.25999852,7420982.040000017
6426,5549773.0699985195,7420954.670000015
6427,5549821.729998518,7420909.700000013
6428,5549795.819998517,7420933.800000005
6429,5549726.47999851,7420980.350000003
6430,5549621.469998515,7420964.990000002
6431,5549673.919998522,7420972.040000014
6432,5549701.549998511,7420976.120000007
6433,5549841.869998606,7421034.660000046
6434,5549818.379998605,7421073.62000004
6435,5549832.579998627,7421062.110000022
6436,5549805.659998622,7421095.200000032
6437,5549819.479998567,7421132.959999947
6438,5549839.869998599,7421136.069999952
6439,5549823.2699986,7421201.459999957
6440,5549652.139998629,7421214.439999988
6441,5549621.679998595,7421209.609999951
6442,5549661.20999853,7421071.000000044
6443,5549696.419998581,7421076.460000053
6444,5549723.859998529,7421080.100000037
6445,5549700.229998619,7421272.040000025
6446,5549712.939998629,7421251.189999999
6447,5549726.229998616,7421229.109999961
6448,5549738.309998617,7421208.239999972
6449,5549750.449998632,7421188.149999982
6450,5549761.679998616,7421170.019999964
6451,5549680.019998623,7421260.629999989
6452,5549692.18999863,7421240.360000016
6453,5549706.759998616,7421216.009999963
6454,5549719.2599986335,7421194.569999998
6455,5549731.9699986065,7421173.269999959
6456,5549744.849998619,7421151.979999982
6457,5549757.369998607,7421131.109999957
6458,5549771.709998629,7421107.349999976
6459,5549787.389998599,7421081.349999953
6460,5549796.979998613,7421065.539999965
6461,5549808.789998599,7421044.969999954
6462,5549711.099998628,7421108.159999984
6463,5549712.669998589,7421142.349999951
6464,5549734.739998593,7421146.399999952
6465,5549681.759998612,7421138.639999959
6466,5549676.849998619,7421103.339999964
6467,5549647.18999859,7421132.919999947
6468,5549641.989998616,7421098.269999967
6469,5549786.319998579,7421127.53999995
6470,5549776.699998628,7421144.59999998
6471,5549607.339998526,7421093.489999984
6472,5549612.499998618,7421120.880000017
6473,5549608.28999858,7421154.289999948
6474,5549541.27999861,7420450.340000037
6475,5549469.769998591,7420430.720000056
6476,5549429.399998632,7420418.71999999
6477,5549380.789998625,7420413.590000005
6478,5549377.849998561,7420595.45000005
6479,5549388.979998537,7420568.540000047
6480,5549400.999998581,7420538.710000052
6481,5549412.339998569,7420511.110000055
6482,5549423.939998566,7420482.180000053
6483,5549411.469998609,7420459.440000042
6484,5549385.579998611,7420452.960000046
6485,5549359.459998605,7420446.470000045
6486,5549436.609998571,7420443.250000052
6487,5549453.749998636,7420475.270000005
6488,5549475.849998626,7420478.570000027
6489,5549498.369998612,7420482.280000037
6490,5549491.7599985935,7420438.290000052
6491,5549514.529998587,7420445.010000053
6492,5549364.729998635,7420487.060000001
6493,5549334.799998608,7420482.210000046
6494,5549396.149998622,7420492.390000022
6495,5549594.4699985925,7420960.660000053
6496,5549516.449998512,7420949.43
6497,5549543.329998583,7420953.390000051
6498,5549568.16999851,7420956.899999992
6499,5549467.94999854,7420942.259999959
6500,5549494.659998558,7420946.569999946
6501,5549345.179998552,7420676.86000005
6502,5549440.959998597,7420938.470000049
6503,5549387.419998527,7420930.5800000345
6504,5549364.0499985255,7420927.450000019
6505,5549358.899998527,7420937.3900000295
6506,5549414.129998532,7420934.409999961
6507,5549579.639998517,7421129.490000006
6508,5549499.379998514,7421191.039999996
6509,5549534.269998521,7421196.210000005
6543,5549178.729998555,7420492.820000051
6510,5549560.869998519,7421200.259999998
6511,5549591.8399985125,7421204.909999997
6512,5549501.509998526,7421161.020000027
6513,5549472.749998532,7421186.780000033
6514,5549529.019998524,7421137.000000025
6515,5549560.4699985115,7421109.3100000145
6516,5549591.309998532,7421088.090000037
6517,5549466.169998507,7421243.990000003
6518,5549495.219998514,7421250.4300000025
6519,5549523.709998524,7421256.080000013
6520,5549552.569998516,7421261.840000006
6521,5549581.4299985105,7421267.970000004
6522,5549603.839998516,7421262.890000002
6523,5549484.939998515,7421269.519999999
6524,5549455.429998519,7421263.6800000025
6525,5549370.67999852,7421274.48000001
6526,5549376.749998518,7421241.849999999
6527,5549406.259998523,7421252.810000008
6528,5549438.779998512,7421238.280000006
6529,5549380.4799985215,7421222.350000016
6530,5549383.649998518,7421176.900000004
6531,5549421.469998515,7421182.240000008
6532,5549578.449998514,7421098.660000012
6533,5549580.919998618,7421059.220000041
6534,5549510.089998519,7421049.0
6535,5549472.909998519,7421043.219999997
6536,5549442.479998516,7421038.8500000145
6537,5549545.68999852,7421054.06
6538,5549427.51999851,7421258.400000013
6539,5549507.2899986375,7421273.950000005
6540,5549246.709998606,7420467.650000046
6541,5549175.839998582,7420613.260000057
6542,5549172.839998621,7420535.849999969
6544,5549275.68999863,7420472.520000024
6545,5549303.279998578,7420477.160000052
6546,5549187.82999861,7420575.540000041
6547,5549089.169998619,7420409.399999969
6548,5549113.0799985295,7420398.899999961
6549,5549278.879998622,7420404.89000003
6550,5549305.309998623,7420408.430000029
6551,5549281.979998588,7420427.290000056
6552,5549255.739998625,7420422.3800000185
6553,5549228.119998613,7420417.490000036
6554,5549200.339998609,7420413.900000045
6555,5549174.379998625,7420411.820000026
6556,5549149.309998634,7420413.240000023
6557,5549125.159998628,7420417.9899999825
6558,5549103.639998517,7420426.579999976
6559,5549082.759998539,7420439.709999959
6560,5549096.619998516,7420889.01000001
6561,5549104.349998516,7420861.000000019
6562,5549112.10999859,7420832.28000005
6563,5549177.69999852,7420726.790000006
6564,5549205.58999852,7420732.320000006
6565,5549235.809998518,7420737.760000006
6566,5549150.109998522,7420721.910000004
6567,5549334.839998517,7420701.420000001
6568,5549308.699998516,7420749.52000002
6569,5549322.399998521,7420725.880000016
6570,5549116.719998519,7421042.399999992
6571,5549180.439998514,7420988.950000005
6572,5549155.679998517,7420901.340000006
6573,5549161.279998516,7420879.02
6574,5549172.209998518,7421011.210000011
6575,5549128.899998512,7420770.670000013
6576,5549153.919998519,7420937.320000016
6577,5549290.539998594,7420751.9500000505
6578,5549262.699998556,7420744.560000053
6579,5549153.259998558,7421061.930000054
6580,5549143.7799985865,7421087.380000052
6581,5549134.859998571,7421111.080000057
6582,5549208.899998627,7421070.100000009
6583,5549205.449998621,7421094.9200000325
6584,5549203.239998625,7421115.630000008
6585,5549204.5599986315,7421135.579999998
6586,5549352.729998619,7421218.00000004
6587,5549320.879998627,7421213.33000003
6588,5549294.089998624,7421209.270000029
6589,5549260.339998612,7421204.220000039
6590,5549211.909998634,7421208.629999988
6591,5549209.40999862,7421182.029999973
6592,5549204.849998612,7421159.079999968
6593,5549217.929998605,7421231.529999956
6594,5549233.469998525,7421251.320000026
6595,5549256.509998519,7421263.280000021
6596,5549350.989998585,7421241.270000053
6597,5549344.809998596,7421272.79000005
6598,5549278.799998565,7421272.630000057
6599,5549308.869998619,7421166.160000038
6600,5549065.329998513,7420424.810000022
6601,5549045.489998511,7420443.860000012
6602,5549028.749998517,7420465.530000004
6603,5549048.909998521,7420475.300000018
6604,5549064.11999851,7420456.160000013
6605,5548999.859998512,7420544.970000006
6606,5549006.769998517,7420517.620000019
6607,5549015.869998521,7420491.410000003
6608,5549016.739998513,7420567.209999988
6609,5549022.07999851,7420543.280000003
6610,5549028.81999852,7420519.90000001
6611,5549037.59999852,7420496.510000017
6612,5548962.609998622,7420870.210000029
6613,5548958.899998636,7420893.680000018
6614,5548926.799998583,7420850.319999947
6615,5548933.529998613,7420826.400000047
6616,5548940.529998582,7420802.600000052
6617,5549062.859998519,7421032.790000011
6618,5549068.239998517,7421003.250000014
6619,5549074.459998624,7420974.169999981
6620,5549088.609998518,7420917.129999976
6621,5549093.769998515,7421038.660000003
6622,5548905.859998628,7420946.52
6623,5548901.369998626,7420970.000000002
6624,5548898.56999862,7420993.879999964
6625,5548895.1399986055,7421018.880000044
6626,5548890.489998625,7421043.509999969
6627,5548920.399998588,7421039.990000054
6628,5548927.899998601,7421017.300000052
6629,5548935.709998609,7420994.670000042
6630,5548941.509998637,7420972.82999999
6631,5548984.179998625,7420922.93999998
6632,5549031.189998624,7420933.629999983
6633,5549058.3599986015,7420940.719999954
6634,5548885.829998584,7421068.3600000525
6635,5548902.4999985695,7421109.000000054
6636,5548880.8999986015,7421093.24000005
6637,5548875.439998544,7421117.660000052
