lamp_id,lat,lon
6638,5548869.659998602,7421142.510000052
6639,5548858.409998519,7421169.240000018
6640,5549087.129998527,7421210.510000026
6641,5549076.339998524,7421232.120000021
6642,5549066.329998532,7421252.870000035
6643,5549061.179998621,7421249.309999991
6644,5549061.649998629,7421190.130000021
6645,5549061.069998629,7421218.090000015
6646,5548850.259998613,7421225.34000004
6647,5548852.049998612,7421196.650000036
6648,5549252.279998517,7420400.51000001
6649,5549820.679998514,7421024.859999999
6650,5550096.409998573,7420603.770000057
6651,5550120.129998622,7420609.6199999945
6652,5550145.739998552,7420612.970000053
6653,5550135.169998568,7420747.300000055
6654,5550128.809998626,7420775.74000001
6655,5550121.139998527,7420807.01000003
6656,5550108.4899986265,7420868.429999983
6657,5550113.759998608,7420835.490000042
6658,5550103.8799986215,7420901.190000023
6659,5550100.219998619,7420933.150000027
6660,5549851.179998615,7420537.370000043
6661,5549877.3299986115,7420544.360000046
6662,5549906.489998619,7420549.529999969
6663,5549932.609998525,7420536.299999974
6664,5549920.739998614,7420559.6200000355
6665,5550024.359998593,7420596.510000048
6666,5550057.239998602,7420605.300000045
6667,5550071.539998563,7420595.550000051
6668,5550075.719998594,7420539.980000051
6669,5550064.739998573,7420524.850000054
6670,5550050.639998589,7420568.560000053
6671,5550032.029998591,7420572.9400000535
6672,5550037.129998604,7420555.870000039
6673,5550042.789998561,7420537.090000055
6674,5550049.919998601,7420516.870000042
6675,5550023.149998589,7420582.880000055
6676,5550025.3599986,7420576.130000053
6677,5549995.769998557,7420575.870000052
6678,5549973.709998621,7420569.660000024
6679,5549955.119998516,7420557.790000025
6680,5549948.079998547,7420540.55999995
6681,5549944.959998603,7420565.620000046
6682,5550056.949998573,7420494.820000058
6683,5550059.389998581,7420487.300000054
6684,5550076.77999863,7420589.790000019
6685,5549994.909998536,7420684.56999996
6686,5550001.149998612,7420663.86000004
6687,5550007.539998576,7420646.210000055
6688,5550015.629998599,7420621.500000054
6689,5549981.669998604,7420735.760000039
6690,5549975.729998603,7420758.790000048
6691,5549967.129998589,7420779.70000005
6692,5549953.579998555,7420803.2500000475
6693,5549940.449998561,7420824.640000056
6694,5549927.199998528,7420846.9600000335
6695,5549913.709998566,7420869.250000054
6696,5549897.849998532,7420895.270000045
6697,5549886.539998556,7420914.48000005
6698,5549873.289998525,7420936.570000028
6699,5549859.969998521,7420959.250000023
6700,5549869.72999863,7421010.740000019
6701,5549854.139998528,7421014.33000003
6702,5549906.399998615,7420953.460000034
6703,5549938.919998605,7420960.530000045
6704,5549950.709998618,7420943.530000037
6705,5549980.889998613,7420948.320000044
6706,5550010.509998619,7420953.140000028
6707,5550040.439998619,7420957.830000031
6708,5550069.319998628,7420962.480000013
6709,5549971.8999986295,7420966.160000026
6710,5550013.23999862,7420979.7999999635
6711,5550096.009998621,7420963.780000028
6712,5550060.949998621,7420822.01000004
6713,5550023.859998601,7420836.970000047
6714,5550012.9799985755,7420867.130000052
6715,5550003.3499985915,7420894.220000052
6716,5549993.58999858,7420921.730000054
6717,5549972.649998609,7420918.660000043
6718,5549984.469998627,7420857.390000032
6719,5550004.469998617,7420803.320000034
6720,5550030.739998603,7420807.550000046
6721,5550072.77999861,7420788.840000044
6722,5550039.379998627,7420778.930000002
6723,5550054.539998603,7420753.95000005
6724,5550030.869998603,7420745.690000046
6725,5550035.48999859,7420661.180000053
6726,5550046.479998607,7420628.500000043
6727,5550035.399998599,7420613.9200000465
6728,5550026.559998571,7420640.630000058
6729,5550017.779998599,7420667.360000052
6730,5549919.48999862,7421214.480000032
6731,5549889.649998626,7421210.440000026
6732,5549872.8599986145,7421141.0000000335
6733,5550019.059998623,7421127.000000022
6734,5549902.009998621,7421109.050000021
6735,5549872.149998542,7421104.3900000425
6736,5550076.599998626,7421083.26000003
6737,5550079.659998624,7421054.35000001
6738,5550084.739998626,7421027.03000001
6739,5550074.489998632,7421109.610000017
6740,5550072.649998628,7421138.840000021
6741,5550070.749998608,7421168.060000042
6742,5550066.929998614,7421198.560000037
6743,5550063.269998621,7421231.010000026
6744,5549861.399998624,7421066.590000025
6745,5549893.309998601,7421071.280000048
6746,5549921.139998609,7421075.430000041
6747,5549949.939998612,7421079.660000042
6748,5549980.92999862,7421084.460000029
6749,5549929.069998619,7421020.630000027
6750,5549956.7799986135,7421025.190000041
6751,5549984.939998614,7421030.340000037
6752,5549898.619998536,7421015.549999963
6753,5550014.139998592,7421034.570000053
6754,5550047.089998606,7421039.78000005
6755,5549957.959998625,7421048.2100000195
6756,5549205.709998612,7421017.589999962
6757,5549204.989998592,7420994.629999946
6758,5549355.759998513,7420413.580000015
6759,5549331.239998513,7420411.610000015
6760,5548994.139998516,7420572.570000016
6761,5548880.449998515,7421189.650000011
6762,5549304.979998514,7420432.75000001
6763,5549334.179998509,7420440.250000016
6764,5549209.929998515,7420974.3800000185
6765,5549235.579998523,7420903.830000014
6766,5549225.939998514,7420926.260000017
6767,5549220.329998527,7420952.100000016
6768,5550063.929998517,7420472.840000005
6769,5549139.329998516,7421046.059999991
6770,5549413.699998519,7421034.430000022
6771,5549449.839998515,7420952.520000009
6772,5549417.349998514,7420948.180000015
6773,5549386.999998524,7420943.76000003
6774,5549340.529998531,7420933.410000036
6775,5549299.449998515,7420921.619999999
6776,5549273.559998522,7420913.650000017
6777,5549249.169998516,7420901.630000009
6778,5547719.0699986005,7421156.0499999495
6779,5549121.009998516,7420986.150000007
6780,5549143.789998513,7420991.590000005
6781,5549168.089998518,7420996.9500000095
6782,5547503.939998519,7421268.250000007
6783,5547617.249998521,7421077.700000008
6784,5548893.109998521,7421134.710000014
6785,5548886.729998519,7421161.940000007
6786,5549292.019998513,7420775.940000013
6787,5549275.869998512,7420801.549999991
6788,5549262.279998515,7420826.300000007
6789,5549245.1199985165,7420855.220000003
6790,5549227.61999852,7420885.01
6791,5549200.819998521,7420935.3200000115
6792,5549188.809998522,7420967.620000024
6793,5550033.769998515,7421162.24000001
6794,5549992.119998514,7421223.989999994
6795,5549956.7899985155,7421219.400000001
6796,5549858.599998518,7421206.170000001
6797,5549787.969998522,7421196.609999991
6798,5549779.579998523,7421258.910000027
6799,5549809.569998515,7421263.220000004
6800,5549893.849998511,7421274.899999989
6801,5550020.489998514,7421227.800000008
6802,5549528.249998522,7420812.810000014
6803,5549524.35999851,7420840.640000001
6804,5549522.779998514,7420868.980000016
6805,5549518.66999852,7420896.850000016
6806,5549513.379998519,7420924.270000006
6807,5549123.259998516,7420954.429999981
6808,5549150.909998518,7420961.61000001
6809,5549647.699998523,7420968.14000002
6810,5549562.859998515,7420457.449999998
6811,5547799.189998541,7421049.3600000385
6812,5550121.759998508,7420401.359999999
6813,5550113.869998522,7420425.000000028
6814,5550095.169998508,7420433.2400000105
6815,5550102.769998508,7420410.3699999945
6816,5550083.939998529,7420414.8900000295
6817,5550104.329998515,7420453.670000007
6818,5550094.699998517,7420482.759999998
6819,5550084.849998515,7420512.590000006
6820,5550076.68999851,7420489.069999987
6821,5550085.539998517,7420462.47000001
6822,5550068.4699985245,7420561.609999977
6823,5550057.17999853,7420547.370000043
6824,5549500.399998517,7420503.770000011
6825,5549520.939998515,7420523.7300000135
6826,5549537.3199985195,7420541.340000011
6827,5549538.479998512,7420599.110000014
6828,5549552.249998514,7420582.600000013
6829,5549548.739998519,7420562.75000001
6830,5549520.179998509,7420600.450000014
6831,5549496.299998519,7420597.840000018
6832,5549434.589998517,7420630.130000005
6833,5549452.119998513,7420619.940000015
6834,5549470.309998519,7420607.530000014
6835,5549428.479998518,7420657.660000019
6836,5549410.439998516,7420638.540000009
6837,5549402.769998521,7420649.840000007
6838,5549396.159998516,7420679.280000006
6839,5549385.459998513,7420702.400000008
6840,5549369.479998511,7420723.910000004
6841,5549353.909998523,7420740.030000007
6842,5549332.679998518,7420758.380000005
6843,5549313.549998519,7420786.090000011
6844,5549304.859998519,7420805.91000002
6845,5549294.909998518,7420828.550000012
6846,5549286.929998519,7420850.670000017
6847,5549267.619998522,7420873.530000018
6848,5549252.20999852,7420886.220000011
6849,5548947.409998631,7420950.970000013
6850,5548914.189998611,7420904.220000038
6851,5548920.709998617,7420874.280000043
6852,5549756.239998523,7421086.099999982
6853,5549162.649998616,7421036.850000039
6854,5549208.869998626,7421043.280000017
6855,5548966.479998512,7420846.22
6856,5548970.389998513,7420822.360000012
6857,5548991.199998511,7420705.81
6858,5548986.519998522,7420728.039999988
6859,5548981.6899985215,7420751.590000021
6860,5548978.069998514,7420775.339999999
6861,5548974.469998521,7420799.180000021
6862,5548992.889998514,7420684.500000004
6863,5548997.859998516,7420660.899999995
6864,5549002.859998518,7420636.9000000125
6865,5549010.329998515,7420614.559999992
6866,5549014.709998513,7420590.820000013
6867,5549943.089998556,7420515.750000054
6868,5549960.539998532,7420494.469999957
6869,5549982.619998533,7420482.55999997
6870,5550010.319998619,7420478.819999973
6871,5550036.369998625,7420478.880000031
6872,5550018.999998512,7420498.080000016
6873,5550040.3499985775,7420506.500000055
6874,5549624.119998594,7420506.760000053
6875,5549598.2499986235,7420500.220000032
6876,5549572.289998581,7420495.230000057
6877,5549546.129998527,7420490.709999964
6878,5549522.619998624,7420486.740000026
6879,5550131.349998521,7420732.140000007
6880,5549367.699998513,7420621.4100000085
6881,5549354.939998512,7421171.820000001
6882,5549324.809998521,7421167.590000021
6883,5549268.319998512,7421159.890000007
6884,5550045.069998522,7421088.910000002
6885,5549009.929998523,7420929.13000001
6886,5549221.309998518,7420462.680000005
6887,5550042.889998537,7420589.869999961
6888,5549098.259998519,7421187.540000002
6889,5548982.62999852,7421139.330000006
6890,5548876.499998516,7421206.320000001
6891,5548913.009998512,7421062.850000006
6892,5550089.829998515,7420827.22999998
6893,5549830.469998524,7421053.580000032
6894,5549415.139998518,7421232.960000004
6895,5549623.569998517,7421065.229999991
6896,5548984.179998529,7420600.480000038
6897,5548980.709998606,7420629.930000042
6898,5548974.199998532,7420659.1100000385
6899,5548967.139998554,7420687.010000055
6900,5548960.499998512,7420717.010000002
6901,5548955.2199985515,7420746.269999952
6902,5548948.299998575,7420774.079999945
6903,5549538.709998623,7420757.550000019
6904,5549534.6199986255,7420784.51000002
6905,5550192.559998509,7420617.829999995
6906,5549212.589998518,7420910.7599999895
6907,5549847.709998517,7420885.6099999985
6908,5547530.999998519,7421048.590000017
6909,5546874.679998517,7421965.650000005
6910,5546882.359998519,7422083.140000006
6911,5546858.249998526,7422147.620000007
6912,5546855.629998519,7421983.680000004
6913,5546844.869998523,7422007.660000005
6914,5546848.579998521,7422099.260000003
6915,5546837.199998528,7422171.160000003
6916,5546826.739998526,7422058.000000005
6917,5546825.499998515,7422083.840000002
6918,5546835.639998524,7422033.360000003
6919,5547301.659998538,7421513.96000004
6920,5547279.019998581,7421498.350000052
6921,5547865.489998613,7421880.530000038
6922,5547871.639998603,7421855.930000048
6923,5547877.9799986025,7421831.570000046
6924,5547835.34999861,7421883.2500000475
6925,5547842.2599986,7421855.70000005
6926,5547847.319998604,7421836.500000046
6927,5547854.489998562,7421808.670000052
6928,5547860.499998608,7421785.420000041
6929,5547867.049998592,7421759.8700000495
6930,5547873.189998598,7421737.150000055
6931,5547859.299998514,7421905.100000003
6932,5547853.159998511,7421929.280000004
6933,5547844.629998513,7422002.080000006
6934,5547832.269998518,7422050.410000002
6935,5547822.479998521,7421933.300000006
6936,5547829.589998525,7421905.580000005
6937,5547814.979998514,7421962.980000003
6938,5547807.389998518,7421991.83
6939,5547802.169998514,7422012.660000004
6940,5547797.549998517,7422030.880000003
6941,5547792.119998523,7422147.320000005
6942,5547792.019998518,7422052.100000004
6943,5547786.079998525,7422075.030000007
6944,5547779.3899985235,7422101.560000004
6945,5547786.119998515,7422170.890000004
6946,5547771.869998516,7422130.550000004
6947,5547765.569998517,7422154.670000003
6948,5547403.489998515,7421597.410000001
6949,5547432.389998521,7421566.750000011
6950,5547380.579998593,7421574.0000000475
6951,5547319.549998517,7421886.550000002
6952,5547313.809998516,7421902.99
6953,5547294.249998523,7421907.029999998
6954,5547274.069998521,7421911.2899999935
6955,5547267.129998528,7421881.059999994
6956,5547287.789998518,7421876.910000007
6957,5547308.009998518,7421872.810000006
6958,5547327.5599985225,7421675.230000008
6959,5547298.0599985225,7421705.890000002
6960,5547362.109998515,7421554.6300000055
6961,5547229.06999852,7421776.530000006
6962,5547195.109998516,7421839.560000007
6963,5547335.979998636,7421537.000000012
6964,5547156.029998521,7421984.010000004
6965,5547091.619998586,7421865.520000053
6966,5547082.969998592,7421895.16000005
6967,5547073.779998617,7421922.210000039
6968,5546916.089998639,7421896.809999985
6969,5546924.329998629,7421922.90999999
6970,5546934.919998522,7422171.61000001
6971,5546963.959998515,7422165.100000007
6972,5546986.469998529,7422149.170000014
6973,5546905.66999852,7422061.050000016
6974,5546996.479998525,7422128.680000012
6975,5546916.909998523,7421946.110000005
6976,5546926.439998524,7421969.1800000165
6977,5546917.089998516,7421988.940000004
6978,5546923.409998525,7422011.640000016
6979,5546938.579998527,7422025.860000019
6980,5547049.2199985245,7422002.360000016
6981,5547098.149998522,7422123.260000013
6982,5547009.879998527,7422101.560000015
6983,5547022.0999985235,7422076.690000006
6984,5546900.069998521,7421956.440000016
6985,5546948.74999852,7421963.450000016
6986,5546960.439998527,7422010.740000016
6987,5547008.609998524,7422167.550000026
6988,5547064.349998516,7421951.290000013
6989,5547055.949998523,7421980.750000011
6990,5547040.989998524,7422030.110000017
6991,5546967.749998522,7421985.750000012
6992,5546907.559998514,7422034.330000014
6993,5549647.609998617,7421359.819999961
6994,5549673.919998584,7421377.660000051
6995,5549693.089998629,7421384.809999983
6996,5549736.789998623,7421393.019999976
6997,5549739.269998626,7421367.169999992
6998,5549731.3499986315,7421353.469999996
6999,5549736.8699985435,7421324.860000047
7000,5549752.10999863,7421346.559999998
7001,5549757.429998598,7421327.859999951
7002,5549759.239998613,7421306.699999962
7003,5549709.809998631,7421303.359999981
7004,5549683.649998632,7421343.530000004
7005,5549662.0599986315,7421335.960000018
7006,5549674.429998627,7421314.789999981
7007,5549687.519998618,7421293.279999967
7008,5549653.029998627,7421305.529999989
7009,5549665.909998618,7421284.169999965
7010,5549708.089998586,7421368.919999948
7011,5549621.1599986255,7421396.690000021
7012,5549640.089998545,7421326.90999995
7013,5549627.329998537,7421303.059999956
7014,5549692.609998593,7421366.889999949
7015,5549716.399998574,7421321.799999947
7016,5549611.849998624,7421320.919999972
7017,5549711.439998522,7421395.709999975
7018,5549653.8999985345,7421366.189999966
7019,5549632.409998591,7421381.64000005
7020,5549595.879998514,7421402.2500000065
7021,5549585.199998519,7421351.710000004
7022,5549529.89999851,7421376.309999995
7023,5549510.569998519,7421368.160000006
7024,5549503.699998513,7421402.159999997
7025,5549532.319998509,7421416.060000006
7026,5549498.029998517,7421340.190000011
7027,5549479.369998512,7421371.350000009
7028,5549474.429998518,7421399.890000007
7029,5549469.049998515,7421414.920000019
7030,5549459.219998513,7421369.489999997
7031,5549436.899998512,7421364.3000000045
7032,5549437.889998514,7421391.310000012
7033,5549443.359998515,7421423.960000008
7034,5549392.769998516,7421414.86000001
7035,5549390.189998513,7421382.530000019
7036,5549398.779998515,7421356.010000013
7037,5549599.469998512,7421294.780000011
7038,5549557.37999852,7421314.389999994
7039,5549597.93999851,7421322.610000007
7040,5549570.12999852,7421289.340000008
7041,5549540.439998515,7421284.609999992
7042,5549521.519998512,7421304.899999999
7043,5549474.419998515,7421294.260000006
7044,5549404.279998519,7421320.480000004
7045,5549374.089998519,7421314.1999999955
7046,5549400.01999851,7421281.389999992
7047,5549431.459998513,7421279.330000004
7048,5549432.109998517,7421326.290000012
7049,5549450.119998513,7421298.559999995
7050,5549461.94999852,7421333.040000002
7051,5549608.109998517,7421356.329999988
7052,5549558.20999851,7421349.480000007
7053,5549529.849998518,7421343.780000003
7054,5549266.26999858,7421418.980000053
7055,5549262.349998568,7421437.240000058
7056,5549313.319998581,7421292.800000055
7057,5549301.139998564,7421280.060000053
7058,5549144.419998563,7421288.260000052
7059,5549117.059998625,7421285.850000028
7060,5549133.019998629,7421363.200000025
7061,5549279.079998575,7421324.309999949
7062,5549306.309998615,7421315.399999967
7063,5549244.1999986265,7421377.290000027
7064,5549259.899998619,7421375.760000038
7065,5549274.479998587,7421381.530000052
7066,5549290.019998611,7421380.220000035
7067,5549132.009998595,7421341.510000047
7068,5549137.579998621,7421313.050000039
7069,5549129.649998622,7421286.890000033
7070,5549329.03999861,7421425.669999963
7071,5549360.1899986025,7421396.970000045
7072,5549323.169998636,7421392.020000007
7073,5549270.279998591,7421400.530000053
7074,5549232.309998601,7421371.600000044
7075,5549337.369998609,7421306.8300000485
7076,5549332.509998601,7421332.340000052
7077,5549361.369998602,7421344.5500000445
7078,5549326.109998612,7421363.540000039
7079,5549355.629998611,7421371.850000045
7080,5549262.099998619,7421345.209999963
7081,5549170.35999862,7421361.880000038
7082,5549140.1399986185,7421357.15000003
7083,5549196.9199986225,7421365.930000029
7084,5549052.079998625,7421419.93000002
7085,5549053.499998613,7421287.510000035
7086,5549080.50999863,7421282.520000025
7087,5549053.609998626,7421313.890000013
7088,5549053.489998623,7421343.160000028
7089,5549076.109998607,7421349.260000047
7090,5549052.589998635,7421368.160000009
7091,5549052.53999863,7421393.190000009
7092,5549051.609998603,7421445.920000048
7093,5547937.449998622,7421484.450000034
7094,5548349.729998624,7421474.960000022
7095,5548318.33999863,7421472.689999983
7096,5549853.61999859,7421472.639999949
7097,5549831.889998626,7421464.270000013
7098,5549804.679998595,7421454.300000052
7099,5549777.279998616,7421439.79000004
7100,5549750.759998565,7421425.060000056
7101,5549878.779998523,7421761.800000034
7102,5549866.54999861,7421803.680000048
7103,5549858.899998516,7421845.810000008
7104,5549616.969998538,7421768.380000046
7105,5549559.839998517,7421456.29999999
7106,5549580.339998552,7421429.130000052
7107,5549547.689998536,7421483.740000042
7108,5549532.119998551,7421509.819999954
7109,5549517.029998589,7421535.2000000505
7110,5549502.499998588,7421559.56999995
7111,5549490.5799985835,7421496.990000056
7112,5549471.219998571,7421565.1399999475
7113,5549442.649998631,7421559.330000014
7114,5549415.409998578,7421553.570000055
7115,5549379.359998633,7421472.210000008
7116,5549399.399998623,7421518.390000035
7117,5549374.209998551,7421502.810000047
7118,5549427.979998521,7421496.90999998
7119,5549424.849998517,7421528.48000002
7120,5549438.979998602,7421451.330000052
7121,5549430.209998584,7421479.089999949
7122,5549455.689998603,7421489.580000047
7123,5549402.4599985415,7421475.91000005
7124,5549467.329998518,7421471.97000001
7125,5549473.389998605,7421443.760000047
7126,5549486.479998514,7421586.770000007
7127,5549471.989998534,7421611.480000037
7128,5549456.1299985545,7421637.680000054
7129,5549377.469998574,7421626.410000054
7130,5549386.6599985985,7421658.060000045
7131,5549406.6699985955,7421662.03000005
7132,5549439.019998624,7421666.709999982
7133,5549420.929998577,7421690.620000053
7134,5549458.419998597,7421518.040000053
7135,5549425.799998521,7421725.289999993
7136,5549386.789998616,7421547.86000004
7137,5549416.809998518,7421755.820000005
7138,5549398.679998513,7422041.110000004
7139,5549406.659998518,7422115.480000029
7140,5549407.339998516,7422134.220000008
7141,5549403.009998514,7422157.890000006
7142,5549416.69999853,7422170.490000037
7143,5549518.759998516,7422171.52000002
7144,5549497.179998521,7422173.359999999
7145,5549440.889998515,7422160.760000007
7146,5549417.629998516,7422102.730000012
7147,5549433.809998509,7422053.59
7148,5549466.689998516,7422150.880000005
7149,5549395.1899985215,7422098.1899999995
7150,5549336.079998541,7421455.539999957
7151,5549343.229998616,7421485.139999957
7152,5549351.969998598,7421522.5699999565
7153,5549358.7799985735,7421542.320000053
7154,5549362.729998597,7421570.359999947
7155,5549370.449998597,7421598.809999953
7156,5549148.529998635,7421721.260000012
7157,5549185.259998625,7421723.4900000235
7158,5549227.299998621,7421726.900000028
7159,5549249.789998628,7421728.850000026
7160,5549280.429998627,7421733.150000018
7161,5549261.6499986155,7421799.180000038
7162,5549236.26999863,7421796.210000024
7163,5549210.65999861,7421793.140000042
7164,5549164.989998623,7421787.0900000315
7165,5549137.559998621,7421782.640000028
7166,5549132.989998637,7421537.289999994
7167,5549131.559998632,7421504.940000001
7168,5549131.109998627,7421478.320000005
7169,5549130.019998624,7421450.96999999
7170,5549155.289998612,7421755.330000035
7171,5549187.76999863,7421749.070000018
7172,5549188.499998607,7421790.130000044
7173,5549307.709998594,7421448.229999948
7174,5549294.799998626,7421476.52999998
7175,5549335.719998605,7421554.759999955
7176,5549314.879998554,7421534.369999951
7177,5549302.7999985665,7421506.309999947
7178,5549259.929998628,7421458.909999995
7179,5549259.209998629,7421477.8199999975
7180,5549258.219998625,7421496.60999999
7181,5549259.98999859,7421513.839999951
7182,5549273.539998574,7421531.689999948
7183,5549280.979998573,7421549.899999946
7184,5549288.15999855,7421568.1999999555
7185,5549298.499998537,7421587.539999958
7186,5549307.719998574,7421608.09999995
7187,5549305.779998592,7421627.510000052
7188,5549300.549998623,7421649.010000035
7189,5549340.839998629,7421655.210000019
7190,5549373.519998553,7421741.619999949
7191,5549353.099998533,7421758.759999961
7192,5549330.11999852,7421777.559999981
7193,5549298.579998526,7421807.09000003
7194,5549286.029998608,7421839.250000048
7195,5549276.66999859,7421869.790000054
7196,5549263.609998572,7421902.280000057
7197,5549257.809998608,7421931.080000045
7198,5549144.339998588,7421972.370000055
7199,5549248.509998574,7421961.280000058
7200,5549163.81999854,7422173.180000046
7201,5549177.239998564,7422159.5900000585
7202,5549206.999998561,7422153.950000057
7203,5549320.329998556,7422152.860000051
7204,5549334.5999985235,7422129.440000034
7205,5549326.679998602,7422125.740000049
7206,5549223.149998567,7422111.000000056
7207,5549215.159998569,7422132.280000055
7208,5549185.2299985485,7422114.7900000485
7209,5549178.149998537,7422133.410000038
7210,5549186.039998585,7422135.710000054
7211,5549170.819998542,7422153.660000044
7212,5549153.909998559,7422111.940000052
7213,5549198.239998561,7422102.670000053
7214,5549192.799998557,7422093.800000053
7215,5549332.059998564,7422102.850000057
7216,5549367.439998604,7422097.670000048
7217,5549337.899998583,7422078.560000057
7218,5549240.879998539,7422061.620000042
7219,5549230.979998556,7422089.1100000525
7220,5549207.779998575,7422076.730000058
7221,5549200.259998524,7422073.460000036
7222,5549165.229998548,7422081.330000053
7223,5549175.749998525,7422053.310000032
7224,5549219.049998532,7422045.94000004
7225,5549207.80999854,7422052.910000049
7226,5549247.389998533,7422043.430000036
7227,5549344.059998564,7422050.720000056
7228,5549349.23999855,7422028.220000048
7229,5549331.609998532,7422030.550000045
7230,5549310.189998549,7422022.460000049
7231,5549288.649998567,7422015.040000055
7232,5549253.759998562,7422026.590000057
7233,5549229.899998536,7422015.90000004
7234,5549221.959998635,7422013.830000004
7235,5549215.599998584,7422032.200000052
7236,5549181.909998581,7422021.490000054
7237,5549147.21999855,7422036.810000049
7238,5549149.949998549,7422010.000000048
7239,5549195.009998541,7421990.910000047
7240,5549219.769998586,7422000.2800000515
7241,5549265.949998561,7422006.390000051
7242,5549169.989998581,7421981.820000058
7243,5549239.799998572,7421989.090000052
7244,5549282.399998614,7422137.550000036
7245,5549070.859998566,7421717.159999947
7246,5549108.489998627,7421719.73000002
7247,5548956.0599986175,7421790.0999999745
7248,5548950.3599986285,7421819.610000011
7249,5548946.59999862,7421849.43000003
7250,5549051.259998633,7421475.730000003
7251,5549050.929998626,7421500.660000012
7252,5549050.549998628,7421532.649999993
7253,5549047.429998618,7421560.980000038
7254,5549040.209998619,7421589.81000003
7255,5548971.2999986345,7421630.880000014
7256,5548983.16999852,7421634.619999992
7257,5549001.349998632,7421639.720000004
7258,5549022.799998615,7421646.21000004
7259,5549017.159998572,7421688.209999951
7260,5549011.559998596,7421711.530000049
7261,5549010.779998588,7421722.789999948
7262,5549018.319998587,7421692.7199999485
7263,5549024.549998613,7421663.939999961
7264,5548999.249998602,7421778.429999952
7265,5548994.139998625,7421807.519999973
7266,5548989.909998635,7421835.730000019
7267,5549069.469998634,7421832.360000005
7268,5549052.649998608,7421819.939999957
7269,5549051.259998621,7421807.469999966
7270,5549037.799998557,7421803.350000053
7271,5549039.209998631,7421812.17999999
7272,5549006.189998597,7421743.959999951
7273,5548977.6699986085,7421742.580000045
7274,5548956.279998631,7421736.4699999895
7275,5548996.019998621,7421682.2900000345
7276,5548972.909998594,7421675.609999948
7277,5548949.209998625,7421669.010000028
7278,5548933.199998628,7421660.850000023
7279,5548918.669998623,7421656.840000037
7280,5548914.62999862,7421669.559999964
7281,5548920.279998608,7421683.459999965
7282,5548942.639998624,7421690.229999969
7283,5549085.709998606,7421652.510000053
7284,5549078.88999862,7421671.699999968
7285,5549074.259998577,7421687.559999946
7286,5549069.649998626,7421702.450000025
7287,5549068.28999862,7421714.37999996
7288,5549113.639998608,7421779.24999996
7289,5549085.8399985675,7421797.669999947
7290,5549087.409998601,7421825.709999957
7291,5549089.099998609,7421775.41999996
7292,5549069.129998627,7421770.500000001
7293,5549045.289998589,7421760.819999951
7294,5549024.20999863,7421757.539999975
7295,5548913.989998607,7421801.569999957
7296,5548924.0299986,7421739.819999954
7297,5548936.519998628,7421730.739999993
7298,5548895.969998628,7421665.169999989
7299,5548961.959998595,7421715.699999951
7300,5548966.809998614,7421697.709999955
7301,5548989.329998615,7421704.820000038
7302,5549043.839998512,7421728.269999994
7303,5549089.629998568,7421690.490000052
7304,5549029.359998531,7421724.609999964
7305,5549057.919998567,7421725.099999946
7306,5548999.28999859,7421748.519999948
7307,5548939.389998613,7421712.799999957
7308,5549030.639998621,7421637.280000029
7309,5549029.969998599,7421837.229999955
7310,5548893.499998531,7421871.940000037
7311,5548934.009998614,7421909.170000042
7312,5548929.619998579,7421934.330000052
7313,5549055.019998522,7421992.840000032
7314,5548984.819998612,7421863.70000005
7315,5548980.559998622,7421893.78000003
7316,5549027.009998614,7421859.580000035
7317,5549088.73999863,7421851.380000002
7318,5549090.169998633,7421878.050000004
7319,5549091.569998632,7421904.999999999
7320,5549062.309998541,7422169.350000044
7321,5549132.48999855,7422171.060000045
7322,5548926.649998596,7422158.770000053
7323,5548931.409998615,7422129.360000034
7324,5549079.899998566,7422122.300000058
7325,5549071.959998537,7422143.540000044
7326,5549109.42999853,7422130.080000033
7327,5549143.209998561,7422142.430000055
7328,5548936.209998603,7422099.750000044
7329,5548941.819998593,7422070.100000052
7330,5548986.549998586,7422073.1900000535
7331,5549024.679998578,7422084.030000053
7332,5549050.859998571,7422095.900000052
7333,5549097.67999854,7422075.250000042
7334,5549130.129998587,7422084.240000054
7335,5549107.32999857,7422049.900000054
7336,5549123.629998547,7422004.490000054
7337,5549114.959998544,7422028.260000048
7338,5549045.459998556,7422052.900000053
7339,5548946.359998597,7422042.560000053
7340,5548980.109998599,7422039.540000055
7341,5549014.609998612,7422047.670000048
7342,5548990.1699985815,7422001.640000056
7343,5548953.449998603,7422011.3300000485
7344,5548960.889998599,7421982.33000005
7345,5549032.419998583,7421966.190000054
7346,5549012.18999862,7421969.190000039
7347,5549061.169998581,7421974.460000059
7348,5549094.7499985555,7421985.760000052
7349,5549119.899998572,7421963.750000056
7350,5549132.269998551,7421981.22000005
7351,5549096.179998604,7421955.380000051
7352,5549069.849998615,7421949.320000032
7353,5548968.009998589,7421953.850000055
7354,5548975.099998611,7421924.130000042
7355,5549019.189998596,7421938.530000053
7356,5549045.489998626,7421944.290000034
7357,5549093.349998626,7421931.509999994
7358,5548902.959998621,7422018.070000039
7359,5548931.2499986105,7422026.330000047
7360,5548992.699998604,7421933.160000046
7361,5549089.359998548,7422096.890000045
7362,5549346.919998512,7422107.890000011
7363,5549050.479998515,7421836.130000011
7364,5548769.7699986,7421550.9000000525
7365,5548723.479998627,7421534.790000033
7366,5548758.449998631,7421544.689999981
7367,5548701.049998622,7421527.800000019
7368,5548667.339998539,7421517.769999955
